,go,pv,k,n,N,genes
309,GO_RESPONSE_TO_TOXIC_SUBSTANCE,4.765906173337106e-05,50,210,1035,ACTR2;AIFM1;AKR1A1;ALOX5AP;ASS1;BAX;BECN1;CD14;CDKN1A;CLDN7;CLIC2;CYP1B1;DNM2;EEF1B2;G6PD;GSR;GSTO1;HMOX1;HPRT1;IL10;LDHA;LYN;MAPK13;MT1B;MT1G;NQO1;PDCD10;PIM1;PON3;PPIF;PRDX1;PRDX6;PRXL2A;PSAP;PSMD14;RDH11;RHOA;RIPK3;S100A9;SELENOS;SELENOT;SESN2;SIRPA;SLC31A1;SLC7A8;SPI1;SRXN1;STK24;TXNRD1;ZNF277
193,GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,4.983674654446495e-05,20,58,1035,ADK;ALDOA;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;CTPS1;EFL1;ENO1;GNAI3;NME1;RAN;RHOA;SUCLG1;TMSB4X;TREM2
636,GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,5.094431215306019e-05,70,324,1035,ABCC4;ANO10;ANXA5;ATP1B3;ATP2C1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;C15orf48;CFTR;CLCC1;CLIC1;CLIC2;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;HPN;HVCN1;JPH4;KCNA10;KCNK13;KCNQ1;KCNQ3;LETM1;LRRC52;MAGT1;MCOLN1;MPC2;MTMR6;NDUFA4;NIPA2;P2RX4;PSEN1;SEC61A1;SFXN2;SLC15A3;SLC17A5;SLC1A5;SLC24A5;SLC2A9;SLC31A1;SLC34A2;SLC35B1;SLC39A11;SLC3A2;SLC66A1;SLC6A13;SLC7A1;SLC7A8;SLCO2B1;TMCO1;TMEM38B;VDAC1;VDAC2
509,GO_ADENYL_NUCLEOTIDE_BINDING,5.124612681944947e-05,117,608,1035,ABCB4;ABCC4;ABCE1;ACAD9;ACOT7;ACSS2;ACTR2;ACTR3;ADK;ASS1;ATP2C1;ATP6AP1;ATP6V1A;ATP6V1B2;ATP9B;BUB1;CCT2;CCT5;CCT6A;CFTR;CLPB;CTPS1;DARS2;DBI;DDX10;DDX18;DDX19A;DDX39A;DPH6;DYNC1LI1;EIF4A3;EPRS1;FAM20C;FARSB;FBP1;FICD;GARS1;GART;GCDH;GMPS;GPHN;GRK6;GRPEL1;GSS;HADHA;HK2;HK3;HSP90B1;HSPA13;HSPA4;HSPA5;HSPA9;HSPD1;HSPE1;HYOU1;IARS1;IDE;ILF2;LYN;MAPK13;MAPKAPK3;MARS1;MCCC2;MLH1;MTHFD1;NADK;NEK6;NME1;NRBP1;NSF;OLA1;ORC1;P2RX4;PAICS;PAK2;PCCA;PCCB;PGK1;PI4K2A;PI4KB;PIK3CG;PIM1;PIP4K2A;PIP4K2C;PSMC1;PSMC2;PSMC4;PYGL;QRSL1;RENBP;RFC2;RIPK3;RPS6KA1;SARS1;SIL1;SOAT1;SRXN1;ST13;STK24;STK40;SUCLG2;SYK;TAOK3;TARS1;TK1;TPK1;UBA2;UBE2A;UBE2D3;UBE2F;UBE2J1;UBE2N;UBE2R2;VRK2;XYLB;YARS1;YME1L1
482,GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,5.42935684343346e-05,74,348,1035,ABCB4;ABCC4;ABCE1;ARF4;ARL8A;ARL8B;ATP5F1C;ATP5F1E;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6V1F;ATP6V1G1;ATP6V1H;CDC42;CFTR;CLPB;DDX10;DDX18;DDX19A;DDX39A;DNM2;DRG1;DYNC1LI1;EFL1;EFTUD2;EIF2S3;EIF4A3;GARS1;GFM1;GMPS;GNA15;GNAI3;GNG10;GNG5;GNGT2;GPN1;GPN3;HSPA13;HSPA5;HSPA9;HSPD1;IDE;MLH1;MRAS;NSF;NUDT9;OLA1;PPA1;PPA2;PSMC1;PSMC2;PSMC4;RAB10;RAB25;RAB27A;RAB38;RAB7A;RAB9A;RAC2;RAN;RAP1A;RAP1B;RFC2;RHEB;RHOA;RHOG;RNGTT;SRPRA;TSR1;TUBA1C;YME1L1
250,GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,5.5792455838245396e-05,19,54,1035,CBFB;HSPA9;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;YTHDF2
52,GO_MITOCHONDRIAL_TRANSPORT,5.7517031698917734e-05,39,152,1035,ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BAX;BLOC1S2;CHCHD10;CPT2;GRPEL1;HAX1;HK2;HSPA4;HSPD1;LETM1;MPC2;PARL;PMPCA;PMPCB;PPIF;PSEN1;RAC2;SFN;SFXN2;SLC35F6;TIMM10;TIMM23;TIMM50;TOMM22;TOMM34;TOMM40;TOMM5;UBE2D3;UQCRC2;YWHAB;YWHAG
310,GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,5.766870855116774e-05,21,63,1035,ACAT1;ACOX3;AKR1A1;CPT2;DCXR;DECR1;ETFA;GCDH;HADHA;HADHB;HSD17B4;LDHD;PCCA;PCCB;PGD;PHYH;PLA2G15;PON3;PPARD;SESN2;XYLB
657,GO_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS,6.167556243591656e-05,18,50,1035,ALDOA;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;CTPS1;EFL1;ENO1;GNAI3;NME1;RAN;RHOA;TMSB4X;TREM2
510,GO_CELL_ADHESION_MOLECULE_BINDING,6.209948705355309e-05,48,201,1035,ALDOA;ANXA7;ATIC;BZW1;BZW2;CAPG;CAPZA1;CHMP4B;CLDN7;CLIC1;EIF2A;EIF2S3;ENO1;FERMT3;FGB;FXYD5;H3C11;HSPA5;ICAM3;IDH1;IQGAP1;LAD1;LCP1;LDHA;LRRC59;LYN;MAPRE1;NOP56;OLA1;P2RX4;PAICS;PAK2;PCMT1;PRDX1;PRDX6;PSEN1;RAB10;RAN;RSL1D1;S100A11;SFN;SLC3A2;SND1;SNX2;STK24;STX5;SYK;YWHAB
131,GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,6.308981017795336e-05,91,451,1035,ABCE1;ABHD12;ACP5;ADORA2B;AIF1;ANXA5;ARRB2;CCR1;CD14;CD300LF;CD74;CDKN1A;CEBPB;COLEC12;CR1;CRTAM;CTSB;CTSL;CTSS;CXCL17;CXCR2;DUSP3;FCER1G;FCN1;FGB;GBA;GPSM3;HAVCR2;HSP90B1;HSPD1;ICAM3;IFNGR2;IL10;LGALS9;LILRA2;LILRA5;LY86;LY96;LYN;MAPK13;MAPKAPK3;NPLOC4;P2RX4;PADI2;PAK2;PIK3AP1;PIK3CG;PLAU;PLAUR;PLCG2;PLEK;PLSCR1;POLR3C;PPARD;PPARG;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAC2;S100A9;SCIMP;SELENOK;SELENOS;SEMA4A;SEMA6B;SFTPA2;SIRPA;STK24;SYK;TLR4;TMSB4X;TREM2;UBE2D3;UBE2N;UBQLN1;UFD1;VAMP7;YTHDF2
93,GO_CRISTAE_FORMATION,6.40444097699892e-05,12,26,1035,ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;CHCHD10;CHCHD3;IMMT;LETM1
215,GO_PHAGOSOME_ACIDIFICATION,6.539864949347811e-05,10,19,1035,ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;RAB38;RAB7A
452,GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,6.539864949347811e-05,10,19,1035,ATP6AP1;ATP6AP2;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1F;ATP6V1G1;ATP6V1H;TMEM199
212,GO_DETOXIFICATION,6.580449825658644e-05,20,59,1035,AKR1A1;ALOX5AP;CLIC2;GSR;GSTO1;MT1B;MT1G;NQO1;PIM1;PON3;PRDX1;PRDX6;PRXL2A;RDH11;S100A9;SELENOS;SELENOT;SESN2;SRXN1;TXNRD1
620,GO_RESPIRATORY_CHAIN_COMPLEX_IV,7.458523921289982e-05,7,10,1035,C15orf48;COX5A;COX6B1;COX7B;NDUFA4;UQCRC2;UQCRFS1
606,GO_SECONDARY_LYSOSOME,7.458523921289982e-05,7,10,1035,FTH1;FTL;LAMP2;NCF2;NCF4;NCOA4;SQSTM1
361,GO_RRNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX_EXPORT_FROM_NUCLEUS,7.458523921289982e-05,7,10,1035,ABCE1;EIF6;LTV1;NPM1;NUP88;RAN;ZNF593
106,GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,8.206344476957126e-05,111,577,1035,ABHD12;ACAT1;ACOT7;ALDH4A1;ANAPC15;ARRB2;ASAH1;AUP1;BCAP31;BCAT2;C4BPA;CCDC47;CDA;CHMP4B;CLN6;CLTC;COMMD1;COP1;COPS3;CSPG5;CTSA;CTSB;CTSD;CTSL;CTSS;CUL2;DAB2;DERA;DERL1;DLD;DNAJB12;DPYD;ELOC;F8A1;FBXL5;FUCA1;GBA;GCDH;GLA;GLS2;GM2A;GNS;GOT1;GUSB;HEXB;HFE;HM13;HMOX1;HPRT1;HSP90B1;HSPA5;IDE;IL10;KCTD5;KLHL8;KMO;KYNU;LAMP2;LPCAT1;MCCC2;NEU1;NPLOC4;NSF;NUDT9;PLA2G15;PPP1R11;PPP2R5C;PPT1;PSAP;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAB7A;RAD23B;RHBDD1;RNF13;RNF130;SCPEP1;SDSL;SEC61B;SELENOS;SQSTM1;STX5;TIMP4;TMEM199;TPP1;TREM2;TRPC4AP;TSG101;UBE2A;UBE2D3;UBE2J1;UBQLN1;UBXN8;UFD1;USE1;YME1L1
418,GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN,8.39835358334383e-05,8,13,1035,ATP5F1C;ATP5F1E;ATP6AP1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1H
293,GO_ION_HOMEOSTASIS,8.627805526834978e-05,65,300,1035,ANXA5;ANXA7;ATP1B3;ATP2C1;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;BCAP31;CCDC47;CCR1;CFTR;CLIC2;CLN6;COMMD1;CXCR2;DIAPH1;FBXL5;FTH1;FTL;GNA15;GOT1;GPAM;GPR65;GRINA;GSTO1;HEXB;HFE;HMOX1;HSP90B1;IMMT;JPH4;LETM1;LYN;MCOLN1;MT1B;MT1G;NCOA4;P2RX4;PIK3CG;PLCG2;PPT1;PRNP;PSEN1;RAB38;RAB7A;RAP1GDS1;S100A9;SELENOK;SELENOT;SLC24A5;SLC31A1;SLC34A2;SLC66A1;SLC7A8;TMCO1;TMEM199;TMEM38B;VDR
367,GO_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,9.186274587303171e-05,17,47,1035,NQO1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3
12,GO_SULFUR_COMPOUND_METABOLIC_PROCESS,9.512687521302403e-05,41,166,1035,ACAT1;ACOT7;ACSS2;ADI1;AHCYL1;AKR1A1;B4GALT3;BPNT1;BTD;CHST11;CNDP2;CSPG5;DBI;DLAT;DLD;G6PD;GCDH;GNS;GPAM;GSR;GSS;GSTO1;HEXB;HSD17B12;HSD17B4;HSPA9;IDH1;KYNU;MCCC2;MPC2;MTHFD1;PCCA;PCCB;PPT1;SMS;SQOR;ST3GAL1;SUCLG1;SUCLG2;TPK1;UST
0,GO_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY,9.655852200939797e-05,21,65,1035,ARRB2;CDC42;CLTC;DAB2;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RHOA
320,GO_ACTIN_FILAMENT_ORGANIZATION,0.00010015222045187279,37,145,1035,ACTR2;ACTR3;AIF1;ALDOA;ARHGAP17;ARPC2;ARPC3;ARPC4;BRK1;CAP1;CAPG;CAPZA1;CAPZA2;CDC42;CDC42EP3;CORO1C;COTL1;DIAPH1;GMFG;GPR65;GRB2;HAX1;HCLS1;HSP90B1;KPTN;LCP1;MSRB1;PLEK;RAC2;RHOA;RHOG;SH3KBP1;TMSB10;TMSB4X;TPM3;WAS;WIPF1
254,GO_CARBOHYDRATE_METABOLIC_PROCESS,0.00010567441282068099,60,273,1035,ADIPOR1;AKR1A1;AKR1B1;ALDOA;B4GALT3;CHST11;CLTC;COQ2;CS;DCXR;DERA;DLAT;EIF6;ENO1;FBP1;FUCA1;G6PD;GALE;GALNT7;GBE1;GCG;GLA;GM2A;GOT1;GPI;GSTO1;GUSB;HEXB;HK2;HK3;IDH1;IDH3A;LALBA;LDHA;LDHB;MAN2B1;MDH1;MPDU1;NANS;NEU1;NUP88;NUP93;PGD;PGK1;PGM2;PHLDA2;PLEK;PMM2;PPARD;PSEN1;PYGL;RPE;SELENOS;SESN2;SLC3A2;STK40;TALDO1;TIGAR;TKT;XYLB
137,GO_REGULATION_OF_HEMOPOIESIS,0.0001121270251339071,47,200,1035,AP3B1;ATP6AP1;CBFB;CCR1;CD74;CEBPB;CR1;DCSTAMP;EIF6;EVI2B;H3-3A;H3C11;H4C15;HAX1;HCLS1;HSPA9;LEO1;LGALS3;LGALS9;LYN;MITF;NME1;PIM1;PRXL2A;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RHOA;SMAP1;SPI1;SYK;TLR4;TREM2;YTHDF2
671,GO_PYROPHOSPHATE_HYDROLYSIS_DRIVEN_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.00011476092725614381,10,20,1035,ATP2C1;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H
165,GO_PHAGOSOME_MATURATION,0.00011476092725614381,10,20,1035,ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;RAB38;RAB7A
244,GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE,0.00011840001467420095,24,80,1035,AIFM1;ALOX5AP;ANXA5;BECN1;DNM2;EIF2S1;EIF4A3;FBP1;HFE;HMOX1;HSPA5;HVCN1;IQGAP1;MCOLN1;MT1B;MT1G;NCSTN;NQO1;P2RX4;PPIF;PRNP;RASA4B;TIGAR;XRCC4
87,GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION,0.00012256838214065512,25,85,1035,ACTR2;ACTR3;AIF1;ARPC2;ARPC3;ARPC4;BRK1;CAP1;CAPG;CAPZA1;CAPZA2;CDC42EP3;COTL1;DIAPH1;GMFG;GRB2;HAX1;HCLS1;MSRB1;PLEK;RHOA;TMSB10;TMSB4X;WAS;WIPF1
175,GO_RESPONSE_TO_OXYGEN_LEVELS,0.00012832984520150028,43,179,1035,AIFM1;AQP3;ATP6AP1;ATP6V1A;ATP6V1G1;BECN1;CDKN1A;CUL2;CYB5R4;ELOC;ENO1;FAM162A;HIGD1A;HILPDA;HK2;HMOX1;HSP90B1;HYOU1;LDHA;PGK1;PLAU;PPARD;PPARG;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RHOA;TIGAR;TMEM199;UBQLN1
276,GO_PROTEIN_LOCALIZATION_TO_ORGANELLE,0.00013130988334821982,93,472,1035,ACOX3;AGPS;AP3B1;AP3M1;ARF4;BAX;BCAP31;BECN1;BYSL;CCT2;CCT5;CCT6A;CD68;CDKN1A;CHCHD10;CHMP4B;DIAPH1;DNM2;GOSR2;GPHN;GRPEL1;HAX1;HCLS1;HK2;HSD17B4;HSPA4;HSPA5;HSPD1;IDE;IDH1;IPO7;KPNA2;KPNB1;KPTN;LAMP2;LAMTOR5;M6PR;MACROH2A1;MAPRE1;MPV17;MTCH2;NCOA4;NPM1;NUP88;NUP93;NXT1;PARL;PHYH;PINX1;PMM2;PMPCA;PMPCB;PSEN1;RAB10;RAB7A;RAC2;RAN;RAP1A;RASSF5;RPF2;RPL21;RPL38;RPL39;RPS10;RPS13;RPS24;RPS25;SEC61A1;SEC61B;SESN2;SFN;SPCS2;SPCS3;SRGN;SRP72;SRPRA;SSR3;SYK;TIMM10;TIMM23;TIMM50;TOMM22;TOMM34;TOMM40;TOMM5;TRAM1;TSG101;UBE2D3;UQCRC2;VAMP7;VTI1B;YWHAB;YWHAG
490,GO_RIBONUCLEOPROTEIN_COMPLEX_BINDING,0.00014099794062174197,23,76,1035,ABCE1;CSNK2B;EFL1;EIF2A;EIF2S1;EIF3K;EIF4A3;EIF6;HSPA5;LETM1;NME1;NPM1;OLA1;PELO;PIM1;RPN2;SEC61A1;SND1;SNRPD3;SRP72;SRPRA;TIMM50;ZNF593
247,GO_ALCOHOL_METABOLIC_PROCESS,0.00014265052816369876,36,142,1035,ACSS2;AKR1A1;AKR1B1;ASAH1;CFTR;CLN6;CNBP;COQ2;CYP1B1;CYP27A1;DHCR7;DHDDS;DPAGT1;EBP;G6PD;GBA;GOT1;GPAM;IDH1;IDH3A;KPNB1;NPC1;NPC2;NSDHL;PLCG2;PLEK;PPARD;RAN;RDH11;RETSAT;SDR16C5;SGPP2;SOAT1;SPTLC1;SRD5A3;VDR
385,GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.0001441986237955082,20,62,1035,CBFB;HSPA9;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;PWP1;YTHDF2
15,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.000147087650062065,18,53,1035,AP1B1;CANX;CAPZA1;CAPZA2;CD74;CLTC;CTSD;CTSL;CTSS;DCTN6;DNM2;DYNC1LI1;FCER1G;HLA-DMA;HLA-DMB;HLA-DPA1;RAB7A;TREM2
83,GO_CELLULAR_KETONE_METABOLIC_PROCESS,0.0001517318163171414,29,106,1035,ADIPOR1;AKR1A1;AKR1B1;CD74;COQ2;EIF6;KMO;KYAT3;KYNU;NDUFA9;NQO1;PDSS2;PPARG;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3
436,GO_OUTER_MEMBRANE,0.00015298568373673787,26,91,1035,ASS1;ATP5MC3;BAX;BCL2A1;CYB5B;DHCR7;FUNDC2;GPAM;HADHB;HAX1;HK2;KMO;LRPPRC;MTX1;NME1;PGAM5;PI4KB;PSEN1;RETSAT;TIGAR;TOMM22;TOMM34;TOMM40;TOMM5;VDAC1;VDAC2
561,GO_PEPTIDE_BIOSYNTHETIC_PROCESS,0.00015457790512252238,73,353,1035,ABCE1;CDKAL1;CNBP;CNDP2;DAP3;DARS2;DPH6;DRG1;EEF1B2;EFL1;EIF2A;EIF2B3;EIF2S1;EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;EIF4A3;EIF4E;EIF6;EPRS1;FARSB;GARS1;GFM1;GSS;HABP4;IARS1;LRPPRC;MARS1;MCTS1;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;NPM1;PA2G4;PABPC1;PABPC4;PAIP1;PAIP2;PPA1;PPA2;QRSL1;RHOA;RPL21;RPL22L1;RPL26L1;RPL36AL;RPL38;RPL39;RPS10;RPS13;RPS24;RPS25;RPS6KA1;RWDD1;SARS1;SELENOT;SESN2;TARS1;TSFM;YARS1;YTHDF2;ZNF385A;ZNF706
600,GO_CELLULAR_DETOXIFICATION,0.00016629287212053599,17,49,1035,AKR1A1;ALOX5AP;CLIC2;GSR;GSTO1;NQO1;PIM1;PRDX1;PRDX6;PRXL2A;RDH11;S100A9;SELENOS;SELENOT;SESN2;SRXN1;TXNRD1
98,GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.00016728458959921677,19,58,1035,CBFB;HSPA9;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;YTHDF2
582,GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,0.00016763874845963876,43,181,1035,ADIPOR1;ADORA2B;CD74;CDA;CLTC;CLYBL;DHCR7;EIF6;ENO1;FBP1;GCG;GPAM;KPNB1;NQO1;NUP88;NUP93;PHLDA2;PLEK;PPARG;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAN;SELENOS;SESN2;TIGAR;TMSB4X;TREM2;VDR
239,GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,0.0001723829466542596,8,14,1035,BAX;BCAP31;CCDC47;GRINA;PSEN1;RAP1GDS1;SELENOK;TMCO1
358,GO_PENTOSE_METABOLIC_PROCESS,0.0001807421797368877,7,11,1035,DCXR;G6PD;PGD;RPE;TALDO1;TKT;XYLB
135,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.00018097875663233498,24,82,1035,ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BAX;BLOC1S2;CHCHD10;CHCHD3;HK2;HSPA4;IMMT;LETM1;PPIF;SFN;SLC35F6;TIMM10;TIMM50;TOMM22;YWHAB;YWHAG
231,GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.0001842277712469956,28,102,1035,DUSP22;DUSP3;EIF2B3;HLA-DPA1;LCP2;LGALS3;PAK2;PLCG2;PRNP;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;UBE2N;WAS
196,GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.00018567236424268013,16,45,1035,ADK;ALDOA;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;CTPS1;ENO1;NME1;SUCLG1;TMSB4X;TREM2
192,GO_CYTOPLASMIC_TRANSLATIONAL_INITIATION,0.00019226270853356034,10,21,1035,EIF2S2;EIF2S3;EIF3B;EIF3C;EIF3I;EIF3J;EIF3K;EIF3M;MCTS1;YTHDF2
298,GO_DE_NOVO_PROTEIN_FOLDING,0.00019226270853356034,10,21,1035,CCT2;CD74;DNAJB12;HSPA13;HSPA5;HSPA9;HSPD1;HSPE1;SELENOF;ST13
271,GO_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.00019273524717715936,18,54,1035,CUL2;FBXL5;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3
492,GO_DRUG_BINDING,0.00020165277960161368,125,678,1035,ABCB4;ABCC4;ABCE1;ACSS2;ACTR2;ACTR3;ADK;ALAS1;ASS1;ATP2C1;ATP5PO;ATP6AP1;ATP6V1A;ATP6V1B2;ATP9B;BUB1;CCT2;CCT5;CCT6A;CFTR;CLPB;CTPS1;CYP1B1;DARS2;DDX10;DDX18;DDX19A;DDX39A;DPH6;DPYD;DYNC1LI1;EIF4A3;EPRS1;FAM20C;FARSB;FBP1;FICD;FTCDNL1;GARS1;GART;GMPS;GOT1;GPHN;GRK6;GSS;HK2;HK3;HSP90B1;HSPA13;HSPA4;HSPA5;HSPA9;HSPD1;HSPE1;HYOU1;IARS1;IDE;ILF2;KYAT3;KYNU;LYN;MAPK13;MAPKAPK3;MARS1;MCCC2;MLH1;MTHFD1;NADK;NEK6;NME1;NRBP1;NSF;OLA1;ORC1;P2RX4;PAICS;PAK2;PCCA;PCCB;PGK1;PI4K2A;PI4KB;PIK3CG;PIM1;PIP4K2A;PIP4K2C;PLPBP;PPARD;PPARG;PPIF;PPIL1;PSMC1;PSMC2;PSMC4;PYGL;QRSL1;RENBP;RFC2;RIPK3;RPS6KA1;SARS1;SDSL;SPTLC1;SRXN1;STK24;STK40;SUCLG2;SYK;TAOK3;TARS1;TK1;TPK1;TPMT;UBA2;UBE2A;UBE2D3;UBE2F;UBE2J1;UBE2N;UBE2R2;VDR;VRK2;XYLB;YARS1;YME1L1
116,GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.00020922101607339185,22,73,1035,ARRB2;CD14;CD300LF;COLEC12;CTSB;CTSL;CTSS;FGB;HAVCR2;HSP90B1;HSPD1;LILRA2;LY96;LYN;MAPKAPK3;PIK3AP1;S100A9;SCIMP;SFTPA2;TLR4;UBE2D3;UBQLN1
252,GO_ACTIN_FILAMENT_POLYMERIZATION,0.00020922101607339185,22,73,1035,ACTR2;ACTR3;AIF1;ARPC2;ARPC3;ARPC4;BRK1;CAPG;CAPZA1;CAPZA2;CDC42EP3;COTL1;DIAPH1;GMFG;GRB2;HAX1;HCLS1;MSRB1;RHOA;TMSB10;TMSB4X;WAS
230,GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.0002127065773629033,34,134,1035,AEN;AIFM1;ARL6IP5;BAX;BCAP31;BCL2A1;BECN1;CD74;CDKN1A;CEBPB;CUL2;CYP1B1;ENO1;GRINA;GSKIP;HMOX1;HYOU1;MLH1;PDCD10;PLAUR;PPIF;RIPK3;S100A9;SELENOK;SELENOS;SFN;STK24;TMEM117;TRIAP1;TXNDC12;UBQLN1;VDAC2;ZNF385A;ZNF622
506,GO_MONOSACCHARIDE_BINDING,0.0002195813780242079,14,37,1035,ALDOA;COLEC12;FBP1;G6PD;GPI;HK2;HK3;LGALS9;MRC1;P4HA1;PHYH;PYGL;SFTPA2;TALDO1
