,go,pv,k,n,N,genes
400,GO_SECRETORY_VESICLE,1.1309831139966442e-19,135,459,1035,ABCC4;ACTR2;ADGRE3;ALDOA;ALOX5;ANXA11;ANXA7;ARL8A;ASAH1;ATP6AP2;BORCS5;CAP1;CCT2;CD14;CD53;CD63;CD68;CDA;CDC42;CEACAM6;CFP;CLEC5A;CMTM6;COMMD9;COPB1;COTL1;CPPED1;CR1;CREG1;CSNK2B;CSTB;CTSA;CTSB;CTSD;CTSS;CXCR2;DEGS1;DERA;DIAPH1;DLD;DNASE1L1;DOCK2;DOK3;DYNC1LI1;ERP44;FCER1G;FCGR2A;FCN1;FERMT3;FGB;FTH1;FTL;FUCA1;GARS1;GCA;GCG;GDI2;GLA;GM2A;GMFG;GNAI3;GNS;GPI;GUSB;HEXB;HILPDA;HK3;HSPD1;HVCN1;IDH1;ILF2;IQGAP1;KCMF1;KPNB1;LAMP2;LGALS3;LPCAT1;LRG1;MAGT1;MAN2B1;MCTP1;NCF2;NCSTN;NEU1;NPC2;OLA1;OSCAR;OSTF1;PA2G4;PADI2;PGM2;PLAU;PLAUR;PLEKHO2;PPT1;PRDX6;PSAP;PSEN1;PSMA5;PSMB1;PSMB7;PSMC2;PSMD1;PSMD11;PSMD13;PSMD14;PSMD7;PYGL;RAB10;RAB27A;RAB7A;RAP1A;RAP1B;RHOA;RHOG;RNPEP;S100A11;S100A9;SERPINA1;SFTPA2;SIRPA;SIRPB1;SLC17A5;SLIRP;SRGN;STX12;TMED2;TMEM163;TMSB4X;TOM1;VAMP7;VDAC1;VDAC2;VPS35L;VTI1B
625,GO_WHOLE_MEMBRANE,1.2054038616417137e-18,186,739,1035,ABCB4;ABCC4;ADGRE3;AGPS;ANXA7;AP1B1;AP3B1;AP3M1;AP5B1;ARCN1;ARL8A;ARL8B;ASS1;ATP1B3;ATP5MC3;ATP6AP1;ATP6AP2;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;BCL2A1;BECN1;BLOC1S2;BORCS5;CD14;CD164;CD48;CD53;CD63;CD68;CD74;CEACAM6;CFTR;CHMP4B;CLEC5A;CLTC;CMTM6;CNIH1;COLEC12;COMMD1;COPB1;COPB2;CORO1C;CR1;CSPG5;CTSA;CTSD;CXCR2;CYB5B;DAB2;DCSTAMP;DEGS1;DHCR7;DIAPH1;DNM2;DOK3;DYNC1LI1;FCER1G;FCGR1A;FCGR2A;FIG4;FUNDC2;GABARAP;GBA;GNAI3;GOSR2;GPAM;GPR137B;HADHB;HAX1;HK2;HLA-DMA;HLA-DMB;HLA-DPA1;HMOX1;HSD17B4;HVCN1;IQGAP1;KCNQ1;KLHL12;KMO;KPTN;LAMP2;LAMTOR5;LAPTM5;LCP2;LDHB;LGALS3;LITAF;LPCAT1;LRPPRC;LTV1;LY96;LYN;M6PR;MAGT1;MAN2B1;MAP1LC3B;MCFD2;MCOLN1;MCTP1;MMD;MPV17;MRC1;MTX1;NAPA;NCF4;NCSTN;NEU1;NME1;NPC1;NSF;P2RX4;PGAM5;PGK1;PI4K2A;PI4KB;PLAU;PLAUR;PLEKHB2;PLSCR1;PPT1;PRNP;PSAP;PSEN1;RAB10;RAB27A;RAB38;RAB7A;RAB9A;RAC2;RAP1A;RAP1B;RETSAT;RHEB;RHOA;RHOG;RNF13;RPN2;SCAMP2;SEC23B;SIRPA;SIRPB1;SLC15A3;SLC17A5;SLC29A3;SLC35F6;SLC3A2;SLC66A1;SNX2;STAM;STARD3NL;STX12;STX5;STX8;TIGAR;TLR4;TMED2;TMEM163;TMEM192;TMEM199;TMEM9B;TOM1;TOMM22;TOMM34;TOMM40;TOMM5;TSG101;TTC1;UBE2D3;UNC5A;VAC14;VAMP7;VDAC1;VDAC2;VPS26A;VPS35L;VTI1B;YIPF1;YWHAB
61,GO_SMALL_MOLECULE_METABOLIC_PROCESS,1.0312054661153258e-17,206,865,1035,ACAD9;ACAT1;ACOT7;ACOX3;ACP5;ACSS2;ADI1;ADIPOR1;ADK;ADORA2B;AGPS;AHCYL1;AKR1A1;AKR1B1;ALDH4A1;ALDOA;ALOX5;ALOX5AP;ASAH1;ASS1;ATIC;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;B4GALT3;BCAT2;BPNT1;BTD;CD74;CDA;CFTR;CHST11;CLN6;CLTC;CLYBL;CNBP;COQ2;CPT2;CS;CSPG5;CTPS1;CYP1B1;CYP27A1;CYP4F8;DARS2;DBI;DCXR;DECR1;DEGS1;DERA;DHCR7;DHDDS;DLAT;DLD;DPAGT1;DPYD;EBP;EFL1;EIF6;ENO1;EPRS1;ETFA;FARSB;FBP1;FH;FUCA1;G6PD;GALE;GARS1;GART;GBA;GCDH;GCG;GLS2;GMPS;GNAI3;GNS;GOT1;GPAM;GPI;GSR;GSS;GSTO1;GUSB;HADHA;HADHB;HEXB;HK2;HK3;HPRT1;HSD17B12;HSD17B4;HSD3B7;IARS1;IDH1;IDH3A;KMO;KPNB1;KYAT3;KYNU;LDHA;LDHB;LDHD;MAN2B1;MARS1;MCCC2;MDH1;ME2;MMADHC;MPC2;MTHFD1;MTHFD2;NADK;NANS;NDUFA9;NME1;NPC1;NPC2;NQO1;NSDHL;NUDT9;NUP88;NUP93;PAICS;PCCA;PCCB;PDSS2;PGD;PGK1;PGM2;PHLDA2;PHYH;PIM1;PLA2G15;PLCG2;PLEK;PMM2;PON3;PPA1;PPA2;PPARD;PPARG;PPT1;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;QRSL1;RAN;RDH11;RENBP;RETSAT;RHOA;RNLS;RPE;SARS1;SCPEP1;SDHB;SDR16C5;SDSL;SELENOS;SESN2;SGPP2;SLC2A9;SMS;SOAT1;SPTLC1;SRD5A3;ST3GAL1;SUCLG1;SUCLG2;SYK;TALDO1;TARS1;TBXAS1;TIGAR;TK1;TKT;TMSB4X;TPK1;TREM2;TXNRD1;UPRT;UST;VDAC1;VDR;XYLB;YARS1
458,GO_VACUOLAR_MEMBRANE,5.588732022291989e-17,77,213,1035,AP1B1;AP3B1;AP3M1;AP5B1;ARL8A;ARL8B;ATP6AP2;ATP6V0B;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BLOC1S2;BORCS5;CD164;CD63;CD68;CD74;CEACAM6;CFTR;CLTC;CMTM6;CTSA;CTSD;DAB2;GABARAP;GBA;GNAI3;GPR137B;HLA-DMA;HLA-DMB;HLA-DPA1;KPTN;LAMP2;LAMTOR5;LAPTM5;LITAF;LPCAT1;LTV1;M6PR;MAGT1;MAN2B1;MAP1LC3B;MCOLN1;MMD;NAPA;NCSTN;NEU1;NPC1;NSF;P2RX4;PI4K2A;PSAP;PSEN1;RAB7A;RAP1B;RHEB;RNF13;RPN2;SLC15A3;SLC17A5;SLC29A3;SLC35F6;SLC3A2;SLC66A1;STARD3NL;STX8;TMEM192;TMEM199;TMEM9B;TOM1;VAC14;VAMP7;VTI1B;YWHAB
321,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,3.196947654327739e-16,86,259,1035,ACAT1;ACSS2;AKR1A1;AKR1B1;ALDH4A1;ALDOA;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;C15orf48;CHCHD10;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CS;CYB5R4;CYCS;DEGS1;DERA;DLAT;DLD;EIF6;ENO1;ETFA;FBP1;FH;G6PD;GBE1;GPI;GSR;HK2;HK3;IDE;IDH1;IDH3A;LDHA;MDH1;ME2;NCF2;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NQO1;NUP88;NUP93;PGD;PGK1;PGM2;PHLDA2;PPARD;PPIF;PSEN1;PYGL;RHOA;RPE;SDHAF2;SDHB;SDHC;SDHD;SELENOS;SH3BGRL3;STK40;SUCLG1;SUCLG2;TALDO1;TIGAR;TKT;TXNRD1;UQCRC2;UQCRFS1;UQCRH;XYLB
432,GO_MEMBRANE_PROTEIN_COMPLEX,1.0124595107572867e-15,142,543,1035,ABHD12;AP1B1;AP3B1;AP3M1;AP3S1;AP5B1;ARCN1;ARL6IP1;ATP1B3;ATP5F1C;ATP5F1E;ATP5MC3;ATP5MD;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6AP2;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;AUP1;BAX;BECN1;C15orf48;CD14;CD74;CFTR;CHCHD10;CHCHD3;CHMP4B;CISH;CLCC1;CLIC1;CLIC2;CLTC;COPB1;COPB2;CORO1C;COX5A;COX6B1;COX7B;DENND5A;DERL1;EMC3;EMC7;FCER1G;GNA15;GNAI3;GNG10;GNG5;GNGT2;GOSR2;GRB2;GRPEL1;HFE;HLA-DMA;HLA-DMB;HLA-DPA1;HM13;HSPD1;IL10RB;IMMT;KCNA10;KCNQ1;KCNQ3;KLHL12;LAMTOR5;LRRC52;LTV1;LY96;LYN;MAGT1;MR1;MTX1;NAPA;NCF2;NCF4;NCSTN;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NPLOC4;ORMDL2;OSTC;PIK3CG;PPIF;PSEN1;RAB7A;RPN1;RPN2;SDHB;SDHC;SDHD;SEC11A;SEC23B;SEC61A1;SEC61B;SELENOS;SLC3A2;SNTB1;SNX2;SPCS2;SPCS3;SPTLC1;SRPRA;STX12;STX1B;STX5;STX8;SYK;TIMM10;TIMM23;TIMM50;TLR4;TMEM199;TOMM22;TOMM40;TOMM5;TSG101;UFD1;UQCRC2;UQCRFS1;UQCRH;VAC14;VAMP7;VDAC1;VDAC2;VPS26A;VTI1B
429,GO_MITOCHONDRION,1.7288019193720218e-15,188,800,1035,ABCE1;ACAD9;ACAT1;ACOT7;ACSS2;AGPS;AIFM1;ALAS1;ALDH4A1;ASS1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5MD;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BAX;BCAP31;BCAT2;BCL2A1;BECN1;BLOC1S2;BTD;C14orf119;C15orf48;CHCHD10;CHCHD3;CLIC1;CLPB;CLYBL;COQ2;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CS;CYB5B;CYCS;CYP1B1;CYP27A1;DAP3;DARS2;DECR1;DEGS1;DLAT;DLD;ETFA;FAM162A;FAM210A;FASTKD5;FH;FUNDC2;GARS1;GCDH;GFM1;GHITM;GLS2;GPAM;GPN1;GRPEL1;GSR;HADHA;HADHB;HAX1;HCCS;HCLS1;HIGD1A;HK2;HSDL2;HSPA5;HSPA9;HSPD1;HSPE1;IDE;IDH1;IDH3A;IMMT;KMO;KYAT3;KYNU;LACTB2;LDHD;LETM1;LGALS3;LRPPRC;LRRC59;LYN;MAP1LC3B;MCCC2;ME2;MMADHC;MPC2;MPV17;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTCH2;MTFP1;MTHFD1;MTHFD2;MTX1;NCSTN;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFAF4;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NIT1;NME1;NOL6;NUDT9;P4HA1;PARL;PCCA;PCCB;PDSS2;PFDN2;PGAM5;PHYH;PI4K2A;PI4KB;PMPCA;PMPCB;PPA2;PPIF;PPP6C;PSEN1;QRSL1;RAB38;RAP1GDS1;RHBDD1;RIPK3;SCIMP;SDHAF2;SDHB;SDHC;SDHD;SESN2;SFN;SFXN2;SLC25A51;SLC35F6;SLIRP;SQOR;SQSTM1;SSBP1;SUCLG1;SUCLG2;TIGAR;TIMM10;TIMM23;TIMM50;TIMM8A;TMEM126A;TMEM70;TOMM22;TOMM34;TOMM40;TOMM5;TRIAP1;TSFM;TXNRD1;UQCRC2;UQCRFS1;UQCRH;VDAC1;VDAC2;VRK2;YME1L1;YRDC;YWHAB;YWHAG
223,GO_OXIDATION_REDUCTION_PROCESS,3.1876856345845657e-15,128,476,1035,ABCC4;ACAD9;ACAT1;ACOX3;ACSS2;ADI1;ADIPOR1;AGPS;AIFM1;AKR1A1;AKR1B1;ALDH4A1;ALDOA;ALOX5;C15orf48;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CS;CYB5B;CYB5R4;CYCS;CYP1B1;CYP27A1;CYP4F8;DCXR;DECR1;DEGS1;DERA;DHCR7;DLAT;DLD;DPYD;ENO1;ETFA;FH;FTH1;FTL;G6PD;GBE1;GCDH;GPHN;GPI;GSR;GSTO1;HADHA;HADHB;HCCS;HIGD1A;HK2;HK3;HMOX1;HSD17B12;HSD17B14;HSD17B4;HSD3B7;HSDL2;IDE;IDH1;IDH3A;KMO;LDHA;LDHB;LDHD;MDH1;ME2;MSRB1;MTHFD1;MTHFD2;NCF2;NCF4;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NQO1;NSDHL;P4HA1;PGD;PGK1;PGM2;PHLDA2;PHYH;PPARD;PPARG;PRDX1;PRDX6;PRXL2A;PYGL;RDH11;RETSAT;RIOX2;RNLS;RPE;SDHAF2;SDHB;SDHC;SDHD;SDR16C5;SELENOS;SELENOT;SESN2;SH3BGRL3;SQOR;SRD5A3;SRXN1;STK40;SUCLG1;SUCLG2;TALDO1;TBXAS1;TIGAR;TKT;TMX4;TXNDC12;TXNL1;TXNRD1;UQCRC2;UQCRFS1;UQCRH
407,GO_VESICLE_LUMEN,3.3867171663333375e-15,66,179,1035,ACTR2;ALDOA;ALOX5;CAP1;CCT2;CDA;CFP;COMMD9;COTL1;CPPED1;CREG1;CSNK2B;CSTB;CTSA;CTSD;DERA;DNASE1L1;DOCK2;ERP44;FCN1;FERMT3;FGB;FTL;FUCA1;GCA;GCG;GDI2;GLA;GM2A;GMFG;GNS;GPI;GUSB;HEXB;HK3;IDH1;ILF2;KPNB1;LRG1;MAN2B1;NEU1;NPC2;OLA1;OSCAR;OSTF1;PA2G4;PADI2;PGM2;PRDX6;PSMA5;PSMB1;PSMB7;PSMC2;PSMD1;PSMD11;PSMD13;PSMD14;PSMD7;PYGL;RAB27A;S100A11;S100A9;SERPINA1;SRGN;TMSB4X;VTI1B
626,GO_FICOLIN_1_RICH_GRANULE,7.389859359342662e-13,38,82,1035,ACTR2;ALDOA;ALOX5;ASAH1;CDA;COMMD9;COTL1;CSNK2B;CSTB;CTSB;CTSD;CTSS;DERA;FCN1;FTH1;GMFG;GNS;GPI;GUSB;HK3;IDH1;ILF2;KCMF1;KPNB1;LRG1;OSTF1;PGM2;PLEKHO2;PSMA5;PSMB1;PSMB7;PSMC2;PSMD11;PSMD13;PSMD14;PSMD7;PYGL;SERPINA1
440,GO_ENVELOPE,8.339706741355144e-13,141,581,1035,ACAD9;AEN;AIFM1;ALOX5;ALOX5AP;ANXA11;ANXA7;ASS1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5MD;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BAX;BCL2A1;BECN1;C15orf48;CHCHD10;CHCHD3;CHMP4B;CLIC1;COQ2;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CYB5B;CYCS;CYP27A1;DAP3;DDX19A;DHCR7;DNAJB12;EBP;FUNDC2;GHITM;GOLT1A;GPAM;GRPEL1;HADHA;HADHB;HAX1;HCCS;HIGD1A;HK2;HPN;HSPD1;IMMT;IPO7;JPT1;KMO;KPNA2;KPNB1;LDHD;LETM1;LGALS3;LRPPRC;LRRC59;LYN;MPC2;MPV17;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTCH2;MTDH;MTFP1;MTMR6;MTX1;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFAF4;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NME1;NPC1;NUDT9;NUP88;NUP93;NXT1;P2RX4;PARL;PGAM5;PI4KB;PMPCA;PMPCB;PPIF;PRNP;PSEN1;RAC2;RAN;RETSAT;RHBDD1;RNF13;SDHB;SDHC;SDHD;SFXN2;SLC25A51;SQOR;TIGAR;TIMM10;TIMM23;TIMM50;TIMM8A;TMEM120A;TMEM126A;TMEM38B;TMEM70;TMX4;TOMM22;TOMM34;TOMM40;TOMM5;TRIAP1;TXNL4A;UQCRC2;UQCRFS1;UQCRH;UTP18;VDAC1;VDAC2;VRK2;YME1L1
174,GO_ORGANIC_ACID_METABOLIC_PROCESS,1.2817162286353321e-12,131,529,1035,ACAD9;ACAT1;ACOT7;ACOX3;ACSS2;ADI1;ADIPOR1;AKR1A1;ALDH4A1;ALDOA;ALOX5;ALOX5AP;ASS1;ATIC;B4GALT3;BCAT2;BPNT1;BTD;CD74;CHST11;CLTC;CPT2;CS;CSPG5;CTPS1;CYP1B1;CYP27A1;CYP4F8;DARS2;DCXR;DECR1;DEGS1;DLAT;DLD;DPYD;EIF6;ENO1;EPRS1;ETFA;FARSB;FBP1;FH;GARS1;GART;GCDH;GLS2;GMPS;GNS;GOT1;GPAM;GPI;GSS;GSTO1;GUSB;HADHA;HADHB;HEXB;HK2;HK3;HSD17B12;HSD17B4;HSD3B7;IARS1;IDH1;IDH3A;KMO;KYAT3;KYNU;LDHA;LDHB;LDHD;MARS1;MCCC2;MDH1;ME2;MPC2;MTHFD1;MTHFD2;NPC1;NQO1;NUP88;NUP93;PCCA;PCCB;PGD;PGK1;PHYH;PIM1;PLA2G15;PON3;PPA1;PPA2;PPARD;PPARG;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;QRSL1;RENBP;SARS1;SCPEP1;SDHB;SDSL;SESN2;SLC2A9;SMS;ST3GAL1;SUCLG1;SUCLG2;SYK;TARS1;TBXAS1;TIGAR;UST;VDAC1;XYLB;YARS1
446,GO_MITOCHONDRIAL_ENVELOPE,4.879207170661504e-12,104,393,1035,ACAD9;AIFM1;ASS1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5MD;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;BAX;BCL2A1;BECN1;C15orf48;CHCHD10;CHCHD3;COQ2;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CYB5B;CYCS;CYP27A1;DAP3;FUNDC2;GHITM;GPAM;GRPEL1;HADHA;HADHB;HAX1;HCCS;HIGD1A;HK2;HSPD1;IMMT;KMO;LDHD;LETM1;LGALS3;LYN;MPC2;MPV17;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTCH2;MTFP1;MTX1;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFAF4;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NME1;PARL;PGAM5;PI4KB;PMPCA;PMPCB;PPIF;PSEN1;RHBDD1;SDHB;SDHC;SDHD;SFXN2;SLC25A51;SQOR;TIGAR;TIMM10;TIMM23;TIMM50;TIMM8A;TMEM126A;TMEM70;TOMM22;TOMM34;TOMM40;TOMM5;TRIAP1;UQCRC2;UQCRFS1;UQCRH;VDAC1;VDAC2;VRK2;YME1L1
410,GO_ORGANELLE_INNER_MEMBRANE,1.3090285770690251e-11,84,296,1035,ACAD9;AIFM1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5MD;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;C15orf48;CHCHD10;CHCHD3;COQ2;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CYCS;CYP27A1;DAP3;GHITM;GRPEL1;HADHA;HADHB;HCCS;HIGD1A;HSPD1;IMMT;LDHD;LETM1;LGALS3;LRPPRC;LYN;MPC2;MPV17;MRPL14;MRPL32;MRPL33;MRPL52;MRPL58;MRPS22;MRPS28;MRPS35;MTCH2;MTFP1;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFAF4;NDUFB4;NDUFB9;NDUFS1;NDUFS2;P2RX4;PARL;PMPCA;PMPCB;PPIF;PSEN1;RNF13;SDHB;SDHC;SDHD;SLC25A51;SQOR;TIMM10;TIMM23;TIMM50;TIMM8A;TMEM120A;TMEM126A;TMEM70;TMX4;TOMM40;UQCRC2;UQCRFS1;UQCRH;YME1L1
505,GO_OXIDOREDUCTASE_ACTIVITY,1.3244456646155054e-11,95,352,1035,ABCC4;ACAD9;ACOX3;ADI1;AGPS;AIFM1;AKR1A1;AKR1B1;ALDH4A1;ALOX5;ALOX5AP;C15orf48;CLIC2;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CYB5R4;CYCS;CYP1B1;CYP27A1;CYP4F8;DCXR;DECR1;DEGS1;DHCR7;DLAT;DLD;DPYD;ETFA;FTH1;FTL;G6PD;GCDH;GPHN;GSR;GSTO1;HADHA;HADHB;HMOX1;HSD17B12;HSD17B14;HSD17B4;HSD3B7;HSDL2;IDH1;IDH3A;KMO;LDHA;LDHB;LDHD;MDH1;ME2;MSRB1;MTHFD1;MTHFD2;NCF2;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFAF2;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NQO1;NSDHL;P4HA1;PGD;PGK1;PHYH;PRDX1;PRDX6;RDH11;RETSAT;RIOX2;RNLS;SDHB;SDHC;SDHD;SDR16C5;SELENOT;SESN2;SH3BGRL3;SQOR;SRD5A3;SRXN1;TBXAS1;TXNDC12;TXNL1;TXNRD1;UQCRFS1;UQCRH
571,GO_INTRACELLULAR_TRANSPORT,2.781545533426623e-11,188,881,1035,ABCE1;ACOX3;ACTR2;ADORA2B;ADPRH;AGPS;AHCYL1;ANP32B;AP1B1;AP3B1;AP3M1;AP3S1;AP5B1;ARCN1;ARF4;ARL6IP1;ARL8A;ARL8B;ATG3;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;AUP1;BCAP31;BECN1;BLOC1S2;BORCS5;CAPZA1;CAPZA2;CD63;CD74;CDC42;CDKN1A;CHMP4B;CLTC;CMTM6;CNIH1;CNIH4;COG2;COPB1;COPB2;CORO1C;CPSF2;CPSF3;CPT2;CSPG5;CTSA;DAB2;DCTN6;DDX19A;DDX39A;DENND10;DENND5A;DERL1;DYNC1LI1;EIF4A3;EIF4E;EIF6;F8A1;FCER1G;GABARAP;GOLT1A;GOSR2;GRPEL1;HAX1;HCLS1;HM13;HMOX1;HSD17B4;HSP90B1;HSPA4;HSPA5;HSPA9;HSPD1;HYOU1;IDE;IDH1;IPO7;KLHL12;KPNA2;KPNB1;LAMP2;LCP1;LGALS9;LRPPRC;LTV1;LYN;M6PR;MCFD2;MILR1;MPV17;NAPA;NCOA4;NOL6;NPC1;NPC2;NPLOC4;NPM1;NRBP1;NSF;NUP88;NUP93;NXT1;PARL;PDCD10;PHYH;PIK3CG;PMM2;PMPCA;PMPCB;PPP6C;PRNP;PSEN1;RAB10;RAB25;RAB27A;RAB38;RAB7A;RAB9A;RAC2;RAN;RHBDD1;RPL21;RPL38;RPL39;RPS10;RPS13;RPS24;RPS25;SEC23B;SEC61A1;SEC61B;SELENOS;SERPINA1;SFN;SIL1;SNRPD3;SNRPF;SNRPG;SNX2;SPCS2;SPCS3;SQSTM1;SRP72;SRPRA;SSR1;SSR3;STAM;STX12;STX1B;STX5;STX8;SYK;THOC6;TIMM10;TIMM23;TIMM50;TMED2;TMED5;TMEM50A;TOM1;TOMM22;TOMM34;TOMM40;TOMM5;TRAM1;TSG101;TUBA1C;UBE2D3;UBE2J1;UFD1;UQCRC2;VAMP7;VPS26A;VPS26C;VPS35L;VTI1B;WAS;WASHC5;YWHAB;YWHAG;ZDHHC18;ZNF593
617,GO_AZUROPHIL_GRANULE,3.291398823745458e-11,36,83,1035,ACTR2;ANXA11;ARL8A;CAP1;CCT2;CD63;CD68;CEACAM6;CMTM6;CPPED1;CREG1;CTSA;FTL;FUCA1;GCA;GDI2;GLA;GM2A;GNS;GUSB;HEXB;LAMP2;LPCAT1;MAGT1;MAN2B1;NCSTN;NPC2;PA2G4;PADI2;PRDX6;PSAP;PSEN1;PSMD1;RAP1B;TOM1;VAMP7
567,GO_ATP_METABOLIC_PROCESS,4.6868047149690726e-11,52,150,1035,ALDOA;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6V1A;ATP6V1B2;CHCHD10;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CYCS;DLD;EIF6;ENO1;FAM20C;FBP1;GPI;HK2;HK3;LDHA;NADK;NDUFA1;NDUFA4;NDUFA6;NDUFA9;NDUFB4;NDUFB9;NDUFS1;NDUFS2;NUP88;NUP93;OLA1;PGK1;PPIF;PSEN1;RHOA;SDHAF2;SDHC;SDHD;TIGAR;TMSB4X;TREM2;UQCRC2;UQCRFS1;UQCRH
356,GO_TRANSMEMBRANE_TRANSPORT,5.3572663798155544e-11,145,635,1035,ABCB4;ABCC4;AHCYL1;ANO10;ANXA5;AQP3;ARL6IP1;ARL6IP5;ATP1B3;ATP2C1;ATP5F1C;ATP5F1E;ATP5MC3;ATP5ME;ATP5MG;ATP5PB;ATP5PD;ATP5PO;ATP6AP1;ATP6V0B;ATP6V0E1;ATP6V1A;ATP6V1B2;ATP6V1E1;ATP6V1F;ATP6V1G1;ATP6V1H;BAX;C15orf48;CD63;CFTR;CHCHD10;CLCC1;CLIC1;CLIC2;COMMD1;COX17;COX5A;COX6B1;COX7A2;COX7A2L;COX7B;CPT2;CTSS;DERL1;DIAPH1;DNM2;EIF2S1;EIF2S2;EIF2S3;FLVCR2;FXYD5;G6PD;GRPEL1;GSTO1;HFE;HK2;HPN;HSPA5;HSPD1;HVCN1;JPH4;KCNA10;KCNK13;KCNQ1;KCNQ3;LETM1;LRRC52;LYN;MAGT1;MCOLN1;MFSD14A;MPC2;MPV17;MTMR6;NDUFA4;NIPA2;P2RX4;PARL;PIK3CG;PIM1;PLCG2;PMPCA;PMPCB;PPARD;PPIF;PRNP;PSEN1;PSMA5;PSMA6;PSMB1;PSMB2;PSMB3;PSMB7;PSMC1;PSMC2;PSMC4;PSMD1;PSMD11;PSMD13;PSMD14;PSMD4;PSMD7;PSME3;RAP1A;SEC61A1;SEC61B;SELENOS;SESN2;SFXN2;SLC15A3;SLC17A5;SLC1A5;SLC24A5;SLC29A3;SLC2A9;SLC31A1;SLC34A2;SLC35B1;SLC35F6;SLC39A11;SLC3A2;SLC43A3;SLC50A1;SLC66A1;SLC6A13;SLC7A1;SLC7A8;SLCO2B1;TIMM23;TIMM50;TMCO1;TMEM144;TMEM163;TMEM38B;TMSB4X;TOMM22;TOMM40;TRAM1;TREM2;TRPC4AP;UBQLN1;VDAC1;VDAC2;YME1L1
