,go,pv,k,n,N,genes
394,GO_REGULATION_OF_PHOSPHORYLATION,0.00022341927287965852,94,598,837,ACSL1;ADAM17;ADTRP;ATPSCKMT;BCCIP;BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNC;CCNH;CCNK;CD44;CD80;CDK9;CHP1;CLCF1;CNOT9;CRYBA1;CSF1;DBF4;DUSP5;ECD;ECT2;EGF;ENTPD5;FAS;FCGR2B;FGG;FGR;GPNMB;GTPBP4;HBEGF;HRC;HUS1;IL1A;IL1B;IL23A;IL24;IRAK3;KISS1;KLB;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;MCPH1;MICAL1;MIDN;NCF1;NLRP12;NRBF2;NUP58;OSM;PIK3CB;PIK3R5;PPP1R15B;PPP2R3C;PSCA;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;RAP2C;SAMSN1;SDCBP;SEH1L;SERPINF2;SLC11A1;SLC25A33;SOCS3;STAP1;STK39;SYAP1;TEC;TGFBR1;TLR6;TNF;TNFRSF10B;UBC;UBE2V1;WNT16;ZC3H12A
338,GO_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.0002374089860375591,94,599,837,ACER3;ADAM10;ADAM17;AKIRIN1;ALDH3A1;ARG2;BIRC7;C5AR1;C5AR2;CCDC88A;CCL11;CCL2;CCL3L3;CCL7;CCR3;CD274;CD80;CD86;CDC7;CLC;CLCF1;CLEC7A;CLECL1;CSF1;CTSZ;CXCL1;CXCL5;CXCL8;DERL2;E2F3;EAF2;EEF1E1;EGF;FABP3;FAM98A;FCGR2B;FGR;FOSL1;GNL3;GPNMB;GTPBP4;HBEGF;IER5;IFNLR1;IL1A;IL1B;IL23A;IL24;IL2RA;IL4R;IL9R;ITGAX;JAML;KISS1;KLB;LIF;LIG4;LILRB1;LIN28A;LRRK2;MBD2;NOP2;ODC1;OSM;PIM2;PNP;PRAME;PTAFR;PTGS2;PTPN2;PTPN22;PTPRC;SAT1;SDCBP;SERPINF2;SGK3;SKAP2;SLC25A33;SLURP1;SRSF6;STX3;STX4;TCIRG1;TGFBR1;TICAM1;TLR2;TNF;TNFRSF13C;TNFRSF21;TNFRSF9;TNFSF8;TNFSF9;TP63;ZMPSTE24
292,GO_NUCLEOLUS,0.0002442181681009554,71,426,837,ACADVL;APTX;ARID5A;BCAS2;BCKDHB;BRIX1;DCAF13;DIMT1;DNAJC21;DNTTIP2;EEF1E1;EME1;ERGIC2;ERI1;ETV6;EXOSC9;FANCD2;FHIT;FRG1;GEMIN4;GNL2;GNL3;GTPBP4;HUS1;IER5;IFI16;IPPK;JMJD6;LIN28A;LIPA;LLPH;MAK16;MALT1;MAP3K14;MIDN;MPHOSPH10;MPHOSPH6;NFKBIE;NGDN;NLRP5;NOL7;NOP2;NOP58;PARN;PDHA1;PDK1;PDK3;PIK3CB;PLK3;POLR2K;POP1;POU2F3;PUM3;RRP12;SNRPB2;SP140;SRP19;TBCA;TEX10;TMEM217;TOE1;UTP11;UTP3;UTP6;VMP1;WDR12;WDR75;ZC3H15;ZNF207;ZNF274;ZPR1
170,GO_ACTIVATION_OF_IMMUNE_RESPONSE,0.00026254855935815385,51,282,837,BCL10;BTNL10;C5AR1;C5AR2;CGAS;CHUK;CLEC7A;CUL1;FCGR2B;FGG;FGR;IFI16;IL1B;IRAK3;IRF4;ITGAM;KCNN4;KLHL6;MALT1;MATR3;MUC5AC;NFKBID;NFKBIZ;OTULIN;PIK3CB;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPN22;PTPRC;RIOK3;RUNX1;S100A8;SMPDL3B;STAP1;TEC;TICAM1;TLR2;TLR6;TNFRSF21;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1;ZC3H12A
322,GO_POSITIVE_REGULATION_OF_SIGNALING,0.0002627592631536111,108,709,837,ABAT;ADAM17;ATP6V1C2;BCL10;BIRC7;BMP2K;BUD31;C5AR1;C5AR2;CARD14;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD180;CD44;CD80;CD86;CGAS;CHUK;CLCF1;CLTRN;CNOT9;CRHR2;CSF1;CTH;CYP19A1;DNM1L;DUSP5;ECT2;EEF1E1;EGF;FAS;FCGR2B;FGG;FGR;GPNMB;HBEGF;IL1A;IL1B;IL23A;IL24;KCNN4;KISS1;KLB;LIF;LIN28A;LRRK2;MALT1;MAP3K14;MAP3K8;MBD2;MIOS;NCF1;NLRP12;OPA1;OSM;P2RX5;PIK3CB;PIK3R5;PIM2;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTGS2;PTP4A3;PTPN1;PTPN2;PTPN22;PTPRC;REL;RRAGD;S100A8;SCTR;SDCBP;SEH1L;SERPINF2;SHOC2;SKAP2;SLC1A3;SLC20A1;SNW1;SOCS3;STAP1;STK39;STX3;STX4;TGFBR1;TICAM1;TLR2;TLR6;TMEM33;TNF;TNFRSF10B;TNFSF14;TP63;TREML4;UBC;UBE2V1;VAV1;WNT16;YWHAZ;ZC3H12A
354,GO_GLIAL_CELL_ACTIVATION,0.0002731304463900793,10,26,837,C5AR1;CCL3;IL1B;ITGAM;LRRK2;PTPRC;STAP1;TLR2;TLR6;TNF
281,GO_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX,0.0002904938768560657,5,7,837,BCCIP;CCNH;CCNK;CDK9;SNW1
75,GO_CELL_MOTILITY,0.00030778533325566377,89,565,837,ABL2;ADAM10;ADAM17;ADGRE2;ADGRG3;ADTRP;AKIRIN1;BIN2;BIN3;C5AR1;C5AR2;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCR3;CD274;CD44;CD58;CD84;CLEC7A;CSF1;CSF3R;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYP19A1;EGF;FGR;FOXN1;GPNMB;GPR15;GTPBP4;HBEGF;IL1A;IL1B;IL23A;IL24;ITGAM;ITGAX;JAML;LRRK2;MERTK;MOSPD2;MPP1;NLRP12;NRDC;NUS1;OLR1;ONECUT2;PHACTR1;PIK3CB;PLA2G7;PLAA;PRPF40A;PTAFR;PTGS2;PTP4A3;PTPRC;RAP2C;RND1;S100A8;S100P;SCARB1;SDCBP;SGK3;SLC22A16;SLC7A10;SLC8B1;SLURP1;STAP1;STK39;STRIP2;STX4;SWAP70;TGFBR1;TNF;TNFRSF10B;TNFRSF10D;TNFSF14;VAV1;VPREB3;ZC3H12A;ZSWIM6
368,GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,0.00034669625215183366,7,14,837,CCL3;IL1B;LRRK2;PTGS2;PTPRC;STAP1;TNF
55,GO_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,0.0003624115910538968,74,454,837,ABL2;ADNP2;AKR1C1;AQP8;ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;BCL10;CASP9;CCL2;CCL3;CD180;CD274;CD80;CD86;CHUK;CLEC7A;CLTRN;CRHR2;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYBB;DNM1L;ECT2;FCGR2B;GDAP1;HTR3B;IL1A;IL1B;IL24;KCNE1;LCN2;LHCGR;LILRB1;LIN28A;LPL;LRP8;LRRK2;MALT1;MYO5A;NCF1;NFKBIB;OPA1;OSER1;PDK3;PLAA;PTAFR;PTGS2;PTPN1;PTPN2;PTPN22;PTPRE;RDH12;RRAGD;SCARB1;SLC25A33;SLC2A4;SNW1;SOCS3;STAP1;STX4;SYAP1;TCIRG1;TICAM1;TLR2;TLR6;TNF;TNIP3;ZC3H12A
221,GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.00037735433635339077,106,700,837,ACSL1;ADAM17;ADTRP;ARRDC4;ATG5;BCCIP;BCL10;BIRC7;C5AR1;C5AR2;CARD14;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCNC;CCNH;CCNK;CD44;CD80;CDK9;CHFR;CHP1;CLCF1;CNOT9;CRY1;CRYBA1;CSF1;DBF4;DNM1L;DUSP5;ECT2;EGF;FAS;FCGR2B;FGG;FGR;GNL3;GPNMB;GTPBP4;HBEGF;HRC;HUS1;IL1A;IL1B;IL23A;IL24;IRAK3;IVNS1ABP;IWS1;KISS1;KLB;KPNA7;LIF;LRP8;LRRK2;MALT1;MAP3K14;MAP3K8;MICAL1;NCF1;NLRP12;OSM;PHACTR1;PHF1;PIK3CB;PIK3R5;PLAA;PPP1R15B;PPP2R3C;PSCA;PTGS2;PTPN1;PTPN2;PTPN22;PTPRC;PUM3;RAP2C;SAMSN1;SDCBP;SERPINF2;SHOC2;SLC11A1;SNW1;SOCS3;STAP1;STK39;SWAP70;SYAP1;TEC;TGFBR1;TICAM1;TIPRL;TLR6;TNF;TNFRSF10B;UBC;UBE2D1;UBE2V1;WNT16;ZC3H12A;ZMPSTE24;ZNF274
149,GO_LOCOMOTION,0.0003935357108707626,100,654,837,ABL2;ADAM10;ADAM17;ADGRE2;ADGRG3;ADTRP;AKIRIN1;BIN2;BIN3;C5AR1;C5AR2;CCDC88A;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CCR3;CD274;CD44;CD58;CD84;CHMP2B;CLEC7A;CMTM2;CSF1;CSF3R;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;CYP19A1;EGF;EGR2;FGR;FOSL1;FOXN1;GPNMB;GPR15;GTPBP4;HBEGF;IL1A;IL1B;IL23A;IL24;IST1;ITGAM;ITGAX;JAML;LRRK2;MERTK;MOSPD2;MPP1;MYO5A;NLRP12;NRDC;NUS1;OLR1;ONECUT2;PC;PHACTR1;PIK3CB;PLA2G7;PLAA;PRPF40A;PTAFR;PTGS2;PTP4A3;PTPN2;PTPRC;RAP2C;RND1;S100A8;S100P;SCARB1;SDCBP;SERPIND1;SGK3;SLC22A16;SLC7A10;SLC8B1;SLURP1;STAP1;STK39;STRIP2;STX3;STX4;SWAP70;TGFBR1;TNF;TNFRSF10B;TNFRSF10D;TNFSF14;USP14;VAV1;VPREB3;ZC3H12A;ZSWIM6
283,GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,0.0004536070544442107,94,610,837,ADAM17;ADGRE2;ADGRG3;AQP8;C5AR1;CCR3;CD163;CD44;CD52;CD58;CD83;CD84;CD8A;CHRNA1;CHRND;CHUK;CRHR2;CSF2RB;CSF3R;CYBB;DIABLO;FCAR;FCGR2B;GPNMB;GPR15;GPR150;GPR84;HBEGF;HTR3B;IFNAR2;IFNLR1;IL2RA;IL4R;IL9R;ITGAM;ITGAX;KCNA3;KCNE1;KCNN4;KCNS1;LHCGR;LILRB3;MERTK;MFSD1;MFSD12;MOSPD2;MPZ;NCF1;NRN1L;OLR1;P2RX1;P2RX5;PIGR;PLPP5;PTAFR;PTPRC;RCE1;RGR;RRH;SCARB1;SDCBP;SIGLEC9;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC17A9;SLC1A3;SLC20A1;SLC22A14;SLC25A13;SLC26A11;SLC28A3;SLC2A4;SLC37A2;SLC38A6;SLC46A3;SLC49A3;SLC5A6;SLC6A12;SLC7A10;SLCO1B3;SLCO4A1;TCIRG1;TGFBR1;TLR2;TLR6;TMC5;TNF;TNFRSF21;TNFRSF9;TNFSF8;TSPAN16
313,GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,0.00047735000899579275,9,23,837,C5AR1;CCL3;ITGAM;LRRK2;PTPRC;STAP1;TLR2;TLR6;TNF
331,GO_T_CELL_DIFFERENTIATION_IN_THYMUS,0.00047735000899579275,9,23,837,ADAM17;ATG5;FOXN1;JMJD6;LIG4;NFKBID;PTPN2;PTPRC;VNN1
58,GO_PEPTIDE_SECRETION,0.000506488407116475,44,240,837,ABAT;ADTRP;ARFGAP3;ARG2;ATG5;C5AR2;CCL3;CD274;CD58;CHUK;CLECL1;CLTRN;DNM1L;FCGR2B;FGG;FGR;ICA1;IL1A;IL1B;IL1R2;IL4R;KCNN4;KISS1;LILRB1;LPL;LRRK2;MIDN;MYO5A;NLRP12;ORM1;ORM2;OSM;PNP;PTPN22;S100A8;SLC16A10;SLC8B1;STX4;TCIRG1;TLR2;TLR6;TNF;TNFRSF21;ZC3H12A
189,GO_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,0.0005223584181881658,6,11,837,CCL2;CXCL8;PPP1R15B;PTPN1;PTPN2;TMEM33
307,GO_RECEPTOR_REGULATOR_ACTIVITY,0.0005243147558083252,33,165,837,CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CLCF1;CMTM2;CSF1;CXCL1;CXCL2;CXCL3;CXCL5;CXCL8;EGF;GPNMB;HBEGF;IL1A;IL1B;IL23A;IL24;LIF;MACC1;MTRNR2L10;MTRNR2L8;OSM;RABEP1;RLN3;SLURP1;TNF;TNFSF14;TNFSF8;TNFSF9
12,GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.000545144529605416,13,43,837,CD274;CD80;CLCF1;IL1B;IL23A;MALT1;NFKBID;NFKBIZ;PTPRC;SHLD2;SHLD3;SLC11A1;TNF
167,GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION,0.0005465554884804575,17,65,837,CCL3;CD274;CD58;CHUK;FGR;IL1A;IL1B;IL4R;LPL;LRRK2;NLRP12;ORM1;ORM2;OSM;PTPN22;TLR2;TNF
274,GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.0005758436529970266,11,33,837,BATF;BCL3;CD180;CLCF1;FCGR2B;GAPT;LIG4;PTPRC;SHLD2;SHLD3;SWAP70
297,GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0005832252001766307,28,133,837,ATP6V0A1;ATP6V0A4;ATP6V0D2;ATP6V1C1;ATP6V1C2;MFSD12;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC20A1;SLC25A16;SLC26A11;SLC28A3;SLC36A4;SLC37A2;SLC4A9;SLC5A6;SLC5A8;SLC6A12;SLC8B1;SLCO1B3;SLCO4A1;TCIRG1;TIMM17A;TIMM23B
38,GO_T_CELL_PROLIFERATION,0.0005882430389797259,20,83,837,ARG2;CD274;CD80;CD86;CLC;CLECL1;GPNMB;IL1B;IL23A;IL2RA;LILRB1;MALT1;PNP;PTPRC;SLC11A1;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF8;TNFSF9
386,GO_TERTIARY_GRANULE,0.0005882430389797259,20,83,837,ADAM10;ARMC8;ATP6V0A1;ATP8B4;CD58;CHIT1;CXCL1;CYBB;FCAR;GPR84;ITGAM;ITGAX;OLR1;ORM1;PTAFR;QPCT;RAP2C;SLC11A1;TCIRG1;TCN1
92,GO_REGULATION_OF_HEMOPOIESIS,0.0005923555468821904,38,200,837,CCL3;CD80;CD83;CD86;CSF1;CSF3R;FANCD2;FCGR2B;FOXN1;H4C5;H4C6;IL23A;IL2RA;IL4R;IRF4;LIF;LILRB1;LILRB3;MALT1;NFKBID;NFKBIZ;OSM;PNP;PPP2R3C;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPRC;RBM15;RUNX1;TNF;TNFSF9;VNN1;ZC3H12A
166,GO_LEUKOCYTE_APOPTOTIC_PROCESS,0.0006378623543001745,14,49,837,ADAM17;ARG2;BCL10;BIRC7;CASP9;CD274;CLC;IL2RA;LILRB1;MERTK;NFKBID;PIK3CB;TCP1;TNFRSF21
228,GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION,0.0006892828727200073,9,24,837,ADGRE2;C12orf4;CD84;FCGR2B;FGR;IL4R;ITGAM;PTAFR;STX4
348,GO_INTERLEUKIN_1_SECRETION,0.0006892828727200073,9,24,837,ARG2;CCL3;IL1R2;LPL;NLRP12;ORM1;ORM2;TLR6;ZC3H12A
344,GO_T_HELPER_2_CELL_DIFFERENTIATION,0.0006909234254275369,4,5,837,BATF;BCL3;CD86;IL4R
48,GO_REGULATION_OF_HEAT_GENERATION,0.0006909234254275369,4,5,837,ABAT;IL1B;PTGS2;TNF
314,GO_GERMINAL_CENTER_FORMATION,0.0006909234254275369,4,5,837,ADAM17;BCL3;KLHL6;NFKB2
380,GO_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,0.0006909234254275369,4,5,837,IL23A;MALT1;NFKBID;NFKBIZ
379,GO_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.0006909234254275369,4,5,837,IL23A;MALT1;NFKBID;NFKBIZ
325,GO_POSITIVE_REGULATION_OF_HEAT_GENERATION,0.0006909234254275369,4,5,837,ABAT;IL1B;PTGS2;TNF
373,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR_STIMULUS,0.0006909234254275369,4,5,837,CSF1;PTPN2;STAP1;TLR2
65,GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,0.0006964062585533632,13,44,837,CCL3;CD86;CLEC7A;CYBB;IL23A;LPL;LRRK2;ORM1;ORM2;PTAFR;PTPRC;TICAM1;TLR2
369,GO_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,0.0007036876995183009,5,8,837,CCL3;IL1B;LRRK2;STAP1;TNF
112,GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,0.0007036876995183009,5,8,837,CD274;FCGR2B;IL23A;LILRB1;TNFRSF21
217,GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,0.000708823542442223,32,161,837,BCL10;CGAS;CHUK;CLEC7A;CUL1;FGG;IFI16;IRAK3;IRF4;ITGAM;MALT1;MATR3;MUC5AC;OTULIN;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN22;RIOK3;S100A8;SMPDL3B;TICAM1;TLR2;TLR6;TNIP3;TREML4;UBC;UBE2D1;UBE2V1
104,GO_LYMPHOCYTE_MEDIATED_IMMUNITY,0.0007212697987088973,24,109,837,BATF;BCL10;BCL3;CD8A;CEBPG;CLC;CLCF1;FCGR2B;GAPT;GCNT3;IL1B;IL23A;IL4R;LIG4;LILRB1;MALT1;PTPRC;SHLD2;SHLD3;SLC11A1;SWAP70;TCIRG1;TNF;VAV1
110,GO_ACUTE_INFLAMMATORY_RESPONSE,0.0007428873295990626,12,39,837,CD163;FCGR2B;IL1A;IL1B;ORM1;ORM2;OSM;PTGS2;S100A8;SERPINF2;TNF;VNN1
327,GO_INTERLEUKIN_10_PRODUCTION,0.0007549059725907518,10,29,837,BCL3;CD274;CD83;CLEC7A;FCGR2B;IL23A;IRF4;LILRB1;TLR2;TNFRSF21
316,GO_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,0.0007549059725907518,10,29,837,ADGRE2;C12orf4;CD84;FCGR2B;FGR;IL4R;ITGAM;PTAFR;STX4;TICAM1
357,GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.0007602552048055854,56,331,837,ABAT;ADTRP;ARG2;ATG5;C5AR2;CCL3;CD274;CD58;CHP1;CHUK;CLTRN;CSNK2A2;DERL2;DNM1L;ECT2;FCGR2B;FGG;FGR;ICA1;IL1A;IL1B;IL1R2;IL4R;ITGAM;IWS1;KCNE1;KCNN4;LILRB1;LPL;LRRK2;MIDN;NLRP12;NUP58;ORM1;ORM2;OSM;PLK3;PTGS2;PTP4A3;PTPN1;PTPN22;SAR1A;SCFD1;SLC8B1;STX4;TCIRG1;TCP1;TLR2;TLR6;TNF;TNFRSF21;TP63;UBE2G2;YWHAZ;ZC3H12A;ZPR1
387,GO_TERTIARY_GRANULE_MEMBRANE,0.0007670483511093212,11,34,837,ADAM10;ATP8B4;CYBB;FCAR;GPR84;ITGAM;ITGAX;OLR1;PTAFR;RAP2C;SLC11A1
242,GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.0007877908845027111,45,252,837,BCL10;CD180;CDK9;CGAS;CHMP2B;CHUK;CLEC7A;CUL1;FGG;GTF2F2;IFI16;IRAK3;IRF4;ITGAM;MALT1;MATR3;MUC5AC;NELFCD;OTULIN;PC;POLR2D;POLR2K;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTAFR;PTPN22;RIOK3;S100A8;SMPDL3B;SNW1;SRPK1;TICAM1;TLR2;TLR6;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1
193,GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.0007996058107667751,21,91,837,ADGRE2;C12orf4;CD84;CLC;CLCF1;FCGR2B;FGR;IL1B;IL23A;IL4R;ITGAM;LILRB1;MALT1;PTAFR;PTPRC;SHLD2;SHLD3;STX4;TICAM1;TNF;VAV1
299,GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.0008151149624517051,18,73,837,CTNS;MPC1;SLC10A2;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC25A13;SLC25A25;SLC36A4;SLC37A2;SLC38A6;SLC4A9;SLC5A8;SLC6A12;SLC7A10;SLCO1B3;SLCO4A1
122,GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.0008201490789447833,19,79,837,ADTRP;ARG2;C5AR2;CHP1;DERL2;FCGR2B;IL1B;IL1R2;KCNE1;LILRB1;LRRK2;MIDN;NLRP12;PTPN22;TLR6;TNF;TNFRSF21;UBE2G2;ZC3H12A
36,GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.0008985578219517761,25,117,837,BCL10;BTNL10;CHUK;CUL1;FCGR2B;KCNN4;KLHL6;MALT1;NFKBID;NFKBIZ;PIK3CB;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN2;PTPN22;PTPRC;RUNX1;STAP1;TEC;TNFRSF21;ZC3H12A
260,GO_BIOLOGICAL_ADHESION,0.0009214603392956979,78,499,837,ABAT;ABL2;ADAM10;ADAM17;ADGRE2;ADTRP;ARG2;BCL10;CCL11;CCL2;CCL4;CCR3;CD274;CD44;CD58;CD80;CD83;CD84;CD86;CDH26;CLECL1;CSF1;CSF3R;CXCL8;CYTH1;CYTIP;FCGR2B;FGG;GLDN;GPNMB;GTPBP4;HABP2;IL1B;IL23A;IL2RA;IL4R;ITGAM;ITGAX;JAML;LILRB1;MALT1;MAP3K8;MERTK;MPZ;MYBPH;NFKBID;NFKBIZ;OLR1;ONECUT2;OTOA;PARVG;PIK3CB;PKD1L1;PNP;PTAFR;PTPN2;PTPN22;PTPRC;RND1;RUNX1;S100A8;SCARB1;SERPINB8;SERPINF2;SIGLEC9;SLURP1;STX3;STX4;SWAP70;TNF;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF9;VAV1;VMP1;VNN1;ZC3H12A
267,GO_T_CELL_SELECTION,0.0009458743974089919,7,16,837,ATG5;BATF;FOXN1;IL23A;IRF4;PTPN2;PTPRC
125,GO_POSITIVE_T_CELL_SELECTION,0.0009468915612568022,6,12,837,BATF;FOXN1;IL23A;IRF4;PTPN2;PTPRC
121,GO_RESPONSE_TO_PROTOZOAN,0.0009468915612568022,6,12,837,BATF;BCL3;CLEC7A;IL4R;IRF4;SLC11A1
66,GO_ORGANIC_ACID_TRANSPORT,0.0009480182060660301,24,111,837,ABAT;ACSL1;AKR1C1;CLN8;CTNS;FABP3;IL1B;MPC1;NFKBIE;SLC10A2;SLC11A1;SLC16A10;SLC16A6;SLC16A7;SLC1A3;SLC25A13;SLC36A4;SLC38A6;SLC5A6;SLC5A8;SLC6A12;SLC7A10;SLCO1B3;STK39
192,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.0009524330485346912,36,191,837,BCL10;CD180;CD274;CGAS;CHUK;CLEC7A;CUL1;FGG;IFI16;IRAK3;IRF4;ITGAM;MALT1;MATR3;MUC5AC;OTULIN;POLR3G;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN22;RIOK3;S100A8;SMPDL3B;TICAM1;TLR2;TLR6;TNIP3;TREML4;UBC;UBE2D1;UBE2V1;VAV1
16,GO_POSITIVE_REGULATION_OF_HEMOPOIESIS,0.0009678282501194201,18,74,837,CD80;CD83;CD86;CSF1;IL23A;IL2RA;IL4R;LIF;MALT1;NFKBID;NFKBIZ;PNP;PPP2R3C;PTPRC;RUNX1;TNF;TNFSF9;VNN1
222,GO_NEGATIVE_REGULATION_OF_CELL_ADHESION,0.000995552415001317,23,105,837,ABAT;ADAM10;ADTRP;ARG2;CD274;CD80;CD86;FCGR2B;FGG;GPNMB;GTPBP4;IL2RA;IL4R;LILRB1;NFKBID;PTPN2;PTPN22;PTPRC;RND1;RUNX1;SWAP70;TNFRSF21;ZC3H12A
107,GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,0.001008077553902615,11,35,837,CARD14;IL1B;IL23A;MALT1;NLRP12;PTP4A3;TLR2;TLR6;TNF;TNFRSF10B;TNFSF14
76,GO_B_CELL_MEDIATED_IMMUNITY,0.0010648218820923652,15,57,837,BATF;BCL10;BCL3;CLCF1;FCGR2B;GAPT;GCNT3;IL4R;LIG4;PTPRC;SHLD2;SHLD3;SWAP70;TCIRG1;TNF
239,GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION,0.0010807472558509992,59,358,837,BIRC7;C5AR1;C5AR2;CCL11;CCL2;CCL3;CCL3L3;CCL4;CCL7;CD44;CHUK;CRYBA1;CSF2RB;CUL1;DUSP5;EGF;FAS;FCGR2B;FGG;GPNMB;HBEGF;IL1A;IL1B;IL2RA;IRAK3;KISS1;KLB;LIF;LRRK2;MAP3K14;MAP3K8;MAPK6;NCF1;NLRP12;OSM;PIK3CB;PIK3R5;PSCA;PSMA1;PSMA3;PSMC6;PSMD12;PSMD6;PSME4;PTPN1;PTPN2;PTPN22;PTPRC;RASA2;SDCBP;SERPINF2;STK39;TGFBR1;TLR6;TNF;UBC;UBE2V1;WNT16;ZC3H12A
245,GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.0010828937176084255,24,112,837,ARG2;BCL3;C5AR2;CD274;CD83;CD84;CRYBA1;FCGR2B;GPNMB;IL1R2;IL23A;IRAK3;LILRB1;MERTK;NLRP12;ORM1;PTPN22;PTPRC;REL;SLC11A1;TLR6;TNF;TNFRSF21;ZC3H12A
81,GO_CELL_CELL_ADHESION,0.0011040555597258241,53,314,837,ABAT;ADTRP;ARG2;BCL10;CCL2;CD274;CD44;CD58;CD80;CD83;CD84;CD86;CDH26;CLECL1;FCGR2B;FGG;GLDN;GPNMB;GTPBP4;IL1B;IL23A;IL2RA;IL4R;ITGAM;ITGAX;JAML;LILRB1;MALT1;MAP3K8;MPZ;NFKBID;NFKBIZ;PIK3CB;PKD1L1;PNP;PTAFR;PTPN2;PTPN22;PTPRC;RUNX1;S100A8;SERPINB8;SERPINF2;SWAP70;TNF;TNFRSF13C;TNFRSF21;TNFSF14;TNFSF9;VAV1;VMP1;VNN1;ZC3H12A
60,GO_INTERLEUKIN_1_PRODUCTION,0.0011061201792029163,13,46,837,ARG2;CCL3;CLEC7A;IFI16;IL1B;IL1R2;LPL;MALT1;NLRP12;ORM1;ORM2;TLR6;ZC3H12A
